"organ","stat","year","latitude","city_code","home_number","ud","hard_code","month","street","dat_sover","objectid","time_period","reg_code","crime_code","longitude"
"РУВД Алатауского района","ст.107 ч.1","2016","43.287102021000003","г. Алматы","","167512030001426","1","1","МКР.ДАРХАН МКР.ОЖЕТ","19.01.2016","857766","1","Алатауский р-н","1070","76.866165175000006"
"РУВД Алатауского района","ст.188 ч.2","2016","43.304012663999998","г. Алматы","197/257","167512030001460","2","1","ЖАЛАНТОС БАХАДУР (ШАНЫРАК-2)","19.01.2016","1996208","1","Алатауский р-н","1880","76.851948324000006"
"РУВД Алатауского района","ст.188 ч.2","2016","43.326534504999998","г. Алматы","157/1","167512030001464","2","1","БАЛКУРАЙ МКР.КАРАСУ","19.01.2016","1996266","1","Алатауский р-н","1880","76.904641490000003"
"РУВД Алмалинского района","ст.188 ч.2","2016","43.255345001999999","г. Алматы","7","167511030001490","2","1","АЙТИЕВА","19.01.2016","825402","2","Алмалинский р-н","1880","76.903973589000003"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.265068368000001","г. Алматы","55","167511030001511","2","1","ФУРМАНОВА","19.01.2016","1984843","1","Алмалинский р-н","1880","76.944696644999993"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.265007060000002","г. Алматы","412","167511030001515","2","1","СЕЙФУЛЛИНА","19.01.2016","847365","1","Алмалинский р-н","1880","76.931757516999994"
"РУВД Алмалинского района","ст.297 ч.2","2016","43.255225136","г. Алматы","82","167511030001424","3","1","КАЗЫБЕК БИ","19.01.2016","881287","2","Алмалинский р-н","2970","76.933916448999994"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.242806344999998","г. Алматы","35-37","167511030001428","2","1","АБАЯ","19.01.2016","1984703","1","Алмалинский р-н","1880","76.947242568999997"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.218593239","г. Алматы","1Г","167513030001303","2","1","МКР.ЖЕТЫСУ-3","19.01.2016","860755","1","Ауэзовский р-н","1880","76.842852906999994"
"РУВД Ауэзовского района","ст.188 ч.2","2016","43.226296183999999","г. Алматы","70","167513030001274","2","1","МКР.АКСАЙ-4","19.01.2016","891837","1","Ауэзовский р-н","1880","76.842055970999994"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.252204900999999","г. Алматы","334/348","167513030001301","2","1","РАЙЫМБЕКА","19.01.2016","2240516","1","Ауэзовский р-н","1880","76.859136645999996"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.211271314999998","г. Алматы","","167514030001320","2","1","МОЖАЙСКОГО","19.01.2016","2316130","2","Бостандыкский р-н","1880","76.896431354000001"
"РУВД Бостандыкского района","ст.188 ч.2","2016","43.193612244999997","г. Алматы","13","167514030001323","2","1","МКР.КАЗАХФИЛЬМ","19.01.2016","2240613","2","Бостандыкский р-н","1880","76.904189818999996"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.211218961999997","г. Алматы","","167514030001316","2","1","УЛ. ТИМИРЯЗЕВА УГЛ. УЛ. БАЙЗАКОВА","19.01.2016","2306552","2","Бостандыкский р-н","1880","76.938192334999997"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.277994876000001","г. Алматы","53","167515030001269","2","1","РАДИЩЕВА","19.01.2016","815897","2","Жетысуский р-н","1880","76.932374226999997"
"РУВД Жетысуского района","ст.190 ч.2","2016","43.281744174000004","г. Алматы","","167515030001275","2","1","","19.01.2016","2265295","2","Жетысуский р-н","1900","76.958577898000001"
"РУВД Медеуского района","ст.188 ч.1","2016","43.261488186999998","г. Алматы","5А","167517030001008","2","1","ГОГОЛЯ","19.01.2016","863319","1","Медеуский р-н","1880","76.963591172999998"
"РУВД Медеуского района","ст.188 ч.1","2016","43.263808224999998","г. Алматы","2А","167517030001015","2","1","ЗЕНКОВА","19.01.2016","863326","1","Медеуский р-н","1880","76.956197935000006"
"РУВД Медеуского района","ст.188 ч.2","2016","43.262136566000002","г. Алматы","70","167517030000983","2","1","ЖИБЕК ЖОЛЫ","19.01.2016","2158495","1","Медеуский р-н","1880","76.947562626000007"
"РУВД Медеуского района","ст.190 ч.3","2016","43.244885687","г. Алматы","20","167517030001019","3","1","КУРМАНГАЗЫ","19.01.2016","2459464","1","Медеуский р-н","1900","76.953994182000002"
"РУВД Турксибского района","ст.188 ч.2","2016","43.317346346000001","г. Алматы","5","167519030000845","2","1","СЕЛЬСКОХОЗЯЙСТВЕННАЯ","19.01.2016","2487747","1","Турксибский р-н","1880","76.945496606000006"
"РУВД Турксибского района","ст.188 ч.1","2016","43.341272426000003","г. Алматы","9","167519030001581","2","1","ОСИПЕНКО","19.01.2016","2079876","1","Турксибский р-н","1880","76.945751533000006"
"РУВД Турксибского района","ст.297 ч.2","2016","43.333134598999997","г. Алматы","","167519030000841","3","1","МОЛДАГАЛИЕВА","19.01.2016","2279314","2","Турксибский р-н","2970","76.946833777999998"
"РУВД Алатауского района","ст.188 ч.1","2016","43.264764473","г. Алматы","","167512030001627","2","1","ЕМЦОВА","20.01.2016","2382511","1","Алатауский р-н","1880","76.864587481000001"
"РУВД Алатауского района","ст.188 ч.2","2016","43.304087948999999","г. Алматы","259А","167512030001510","2","1","РАХИМОВА (ШАНЫРАК-2)","20.01.2016","1996211","1","Алатауский р-н","1880","76.851468281999999"
"РУВД Алатауского района","ст.188 ч.1","2016","43.351769779000001","г. Алматы","","167512030001514","2","1","","20.01.2016","2255164","1","Алатауский р-н","1880","76.840637138000005"
"РУВД Алмалинского района","ст.188 ч.2","2016","43.249337789000002","г. Алматы","103","167511030001537","2","1","ШЕГАБУТДИНОВА","20.01.2016","824963","1","Алмалинский р-н","1880","76.920768590999998"
"РУВД Алмалинского района","ст.187 ч.1","2016","43.268332893999997","г. Алматы","28","167511030001890","1","1","АБЫЛАЙ ХАНА","20.01.2016","1940900","1","Алмалинский р-н","1870","76.940823311000003"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.246480495999997","г. Алматы","281А","167513030001391","2","1","ТОЛЕ БИ","20.01.2016","846478","1","Ауэзовский р-н","1880","76.857323383999997"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.246664559000003","г. Алматы","279","167513030001384","2","1","ТОЛЕ БИ","20.01.2016","860969","1","Ауэзовский р-н","1880","76.858133249000005"
"РУВД Ауэзовского района","ст.188 ч.2","2016","43.236734773000002","г. Алматы","12","167513030001366","2","1","КАБДОЛОВА","20.01.2016","876628","3","Ауэзовский р-н","1880","76.855373111999995"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.235355857000002","г. Алматы","30","167513030001351","2","1","САИНА","20.01.2016","2507314","1","Ауэзовский р-н","1880","76.843090200000006"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.193990020999998","г. Алматы","","167514030001382","2","1","С.АЛАТАУ","20.01.2016","2543450","2","Бостандыкский р-н","1880","76.901642128999995"
"РУВД Бостандыкского района","ст.188 ч.4","2016","43.219919425000001","г. Алматы","","167514030001364","3","1","","20.01.2016","2530336","2","Бостандыкский р-н","1880","76.905182210999996"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.289690018000002","г. Алматы","280","167515030001353","2","1","СЕЙФУЛЛИНА","20.01.2016","861836","1","Жетысуский р-н","1880","76.940530056"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.290326546000003","г. Алматы","54","167515030001345","2","1","ПРЖЕВАЛЬСКОГО","20.01.2016","876984","2","Жетысуский р-н","1880","76.935326692999993"
"РУВД Жетысуского района","ст.188 ч.2","2016","43.265702673","г. Алматы","241А","167515030001335","2","1","РАЙЫМБЕКА","20.01.2016","879512","1","Жетысуский р-н","1880","76.901179502999994"
"РУВД Медеуского района","ст.190 ч.2","2016","43.249813971999998","г. Алматы","96","167517030001058","2","1","КАБАНБАЙ БАТЫРА","20.01.2016","870176","1","Медеуский р-н","1900","76.949870395000005"
"РУВД Медеуского района","ст.188 ч.1","2016","43.247719955000001","г. Алматы","46","167517030001053","2","1","ДОСТЫК","20.01.2016","2093732","1","Медеуский р-н","1880","76.956719277999994"
"РУВД Медеуского района","ст.188 ч.1","2016","43.224422005000001","г. Алматы","107","167517030001083","2","1","ДОСТЫК","20.01.2016","2156284","1","Медеуский р-н","1880","76.961643844999998"
"РУВД Турксибского района","ст.188 ч.2","2016","43.330885662999997","г. Алматы","26","167519030000944","2","1","СТАСОВА","20.01.2016","878990","3","Турксибский р-н","1880","76.958234757"
"РУВД Алатауского района","ст.107 ч.1","2016","43.269446664999997","г. Алматы","47","167512030001551","1","1","РЫСКУЛОВА","21.01.2016","857767","1","Алатауский р-н","1070","76.851951196000002"
"РУВД Алатауского района","ст.188 ч.2","2016","43.265927572000002","г. Алматы","103К","167512030001552","2","1","РЫСКУЛОВА","21.01.2016","2222819","1","Алатауский р-н","1880","76.866244029000001"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.254113467000003","г. Алматы","52","167511030001640","2","1","ШАГАБУТДИНОВА","21.01.2016","851234","1","Алмалинский р-н","1880","76.920605985999998"
