"organ","stat","year","latitude","city_code","home_number","ud","hard_code","month","street","dat_sover","objectid","time_period","reg_code","crime_code","longitude"
"РУВД Алмалинского района","ст.190 ч.3","2016","43.237998046999998","г. Алматы","182А","167511030003436","3","2","АБАЯ УЛ.","08.02.2016","2183712","1","Алмалинский р-н","1900","76.876971001000001"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.249025099000001","г. Алматы","113","167513030002708","2","2","ТОЛЕ БИ","08.02.2016","2000488","1","Ауэзовский р-н","1880","76.860052218000007"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.230102080999998","г. Алматы","117","167513030002692","2","2","МКР.АКСАЙ-4","08.02.2016","897782","1","Ауэзовский р-н","1880","76.841035539999993"
"РУВД Ауэзовского района","ст.188 ч.2","2016","43.245322549000001","г. Алматы","294В","167513030002715","2","2","ТОЛЕ БИ","08.02.2016","2240422","1","Ауэзовский р-н","1880","76.856728236999999"
"РУВД Бостандыкского района","ст.190 ч.4","2016","43.206042674000003","г. Алматы","","167514030002581","3","2","","08.02.2016","2530370","2","Бостандыкский р-н","1900","76.894862051000004"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.275724750000002","г. Алматы","97","167515030002753","2","2","РЫСКУЛОВА","08.02.2016","898046","1","Жетысуский р-н","1880","76.893151715000002"
"РУВД Жетысуского района","ст.188 ч.2","2016","43.290838794000003","г. Алматы","14","167515030002723","2","2","БАГРАТИОНА","08.02.2016","1983111","1","Жетысуский р-н","1880","76.938119048000004"
"РУВД Жетысуского района","ст.106 ч.1","2016","43.300858269999999","г. Алматы","264","167515030002720","3","2","КАЗЫБАЕВА","08.02.2016","1959170","3","Жетысуский р-н","1060","76.910646176"
"РУВД Жетысуского района","ст.191 ч.2","2016","43.320467643000001","г. Алматы","33","167515030002686","3","2","МКР.АЙНАБУЛАК-1","08.02.2016","2179169","3","Жетысуский р-н","1910","76.911174540999994"
"РУВД Медеуского района","ст.293 ч.2","2016","43.263582880000001","г. Алматы","7","167517030002273","2","2","АБДУЛЛИНЫХ","08.02.2016","865735","1","Медеуский р-н","2930","76.958950557999998"
"РУВД Медеуского района","ст.188 ч.1","2016","43.226847743999997","г. Алматы","220","167517030002274","2","2","ДОСТЫК","08.02.2016","2158567","1","Медеуский р-н","1880","76.962267788999995"
"РУВД Алатауского района","ст.190 ч.3","2016","43.250255734","г. Алматы","459","167512030003095","3","2","РАЙЫМБЕКА","09.02.2016","821468","3","Алатауский р-н","1900","76.847111275000003"
"РУВД Алатауского района","ст.188 ч.2","2016","43.283252163","г. Алматы","20","167512030003072","2","2","АКАТАЕВА ПЕР. (АЙГЕРИМ-2)","09.02.2016","2045982","1","Алатауский р-н","1880","76.839274258000003"
"РУВД Алатауского района","ст.188 ч.2","2016","43.277081273","г. Алматы","4В","167512030003075","2","2","СЕВЕРНОЕ КОЛЬЦО","09.02.2016","2522356","1","Алатауский р-н","1880","76.886496339000004"
"РУВД Алмалинского района","ст.188 ч.2","2016","43.244932757999997","г. Алматы","205","167511030003521","2","2","ДЖАМБУЛА","09.02.2016","1993280","1","Алмалинский р-н","1880","76.897418255999995"
"РУВД Ауэзовского района","ст.190 ч.1","2016","43.246523646","г. Алматы","506А","167513030002701","1","2","РАЙЫМБЕКА","09.02.2016","899928","1","Ауэзовский р-н","1900","76.841119814999999"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.235487753000001","г. Алматы","15","167513030002730","2","2","МКР.АКСАЙ-3Б","09.02.2016","2509805","1","Ауэзовский р-н","1880","76.824098499000002"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.207292862000003","г. Алматы","","167514030002676","2","2","ЖАРОКОВА","09.02.2016","2316020","1","Бостандыкский р-н","1880","76.903765418000006"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.201498180000002","г. Алматы","3","167514030002679","2","2","МКР.ОРБИТА-3","09.02.2016","1959216","1","Бостандыкский р-н","1880","76.878858328000007"
"РУВД Бостандыкского района","ст.190 ч.4","2016","43.195761462999997","г. Алматы","9","167514030002615","3","2","АЛЬ-ФАРАБИ","09.02.2016","2294331","2","Бостандыкский р-н","1900","76.898080557"
"РУВД Бостандыкского района","ст.188 ч.2","2016","43.195112879","г. Алматы","11","167514030002698","2","2","ОРБИТА-2","09.02.2016","2306438","2","Бостандыкский р-н","1880","76.886540334000003"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.323499024999997","г. Алматы","108","167515030002754","2","2","МКР.АЙНАБУЛАК-3","09.02.2016","1964877","3","Жетысуский р-н","1880","76.919364790000003"
"РУВД Медеуского района","ст.188 ч.2","2016","43.255074432000001","г. Алматы","17","167517030002359","2","2","ДОСТЫК","09.02.2016","2005896","1","Медеуский р-н","1880","76.954950851999996"
"РУВД Медеуского района","ст.188 ч.2","2016","43.238660056000001","г. Алматы","4","167517030002335","2","2","САТПАЕВА","09.02.2016","2483796","1","Медеуский р-н","1880","76.955888885999997"
"РУВД Медеуского района","ст.188 ч.1","2016","43.226847743999997","г. Алматы","220","167517030002342","2","2","ДОСТЫК","09.02.2016","2158566","1","Медеуский р-н","1880","76.962267788999995"
"РУВД Турксибского района","ст.188 ч.2","2016","43.305212732999998","г. Алматы","138/1","167519030001920","2","2","АЙША-БИБИ","09.02.2016","2392477","1","Турксибский р-н","1880","76.976293928999993"
"РУВД Турксибского района","ст.188 ч.2","2016","43.316444097000002","г. Алматы","225","167519030001917","2","2","СУЮНБАЯ","09.02.2016","1938780","1","Турксибский р-н","1880","76.957289005000007"
"РУВД Алатауского района","ст.188 ч.1","2016","43.295845929000002","г. Алматы","","167512030003139","2","2","","10.02.2016","2265245","1","Алатауский р-н","1880","76.892479387999998"
"РУВД Алатауского района","ст.293 ч.1","2016","43.259301903999997","г. Алматы","279/1","167512030003125","1","2","РАЙЫМБЕКА","10.02.2016","2522322","1","Алатауский р-н","2930","76.885741890000006"
"РУВД Алмалинского района","ст.190 ч.1","2016","43.258254100000002","г. Алматы","515","167511030003610","1","2","СЕЙФУЛЛИНА","10.02.2016","2236379","2","Алмалинский р-н","1900","76.931925075999999"
"РУВД Алмалинского района","ст.188 ч.2","2016","43.252088059000002","г. Алматы","134","167511030003594","2","2","МУРАТБАЕВА","10.02.2016","2222095","2","Алмалинский р-н","1880","76.919277590999997"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.239557519000002","г. Алматы","141","167511030003618","2","2","АБАЯ","10.02.2016","1989858","2","Алмалинский р-н","1880","76.895954587999995"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.229519244000002","г. Алматы","6","167513030002815","2","2","УЛУГБЕКА","10.02.2016","803374","1","Ауэзовский р-н","1880","76.855561709"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.225719085999998","г. Алматы","8","167513030002780","2","2","АЛТЫНСАРИНА","10.02.2016","880739","1","Ауэзовский р-н","1880","76.865025399000004"
"РУВД Ауэзовского района","ст.188 ч.2","2016","43.239429624000003","г. Алматы","8","167513030002764","2","2","МКР.АКСАЙ-2","10.02.2016","1972424","1","Ауэзовский р-н","1880","76.834698821000003"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.228564263000003","г. Алматы","2Б","167513030002834","2","2","МКР.4","10.02.2016","900904","1","Ауэзовский р-н","1880","76.858782598000005"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.250158601999999","г. Алматы","7","167513030002785","2","2","УТЕГЕН БАТЫРА","10.02.2016","903151","1","Ауэзовский р-н","1880","76.852838575999996"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.242050900999999","г. Алматы","11","167513030002873","2","2","МКР.АКСАЙ-1","10.02.2016","2240511","1","Ауэзовский р-н","1880","76.833512205999995"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.224431336999999","г. Алматы","","167514030002783","2","2","ТИМИРЯЗЕВА","10.02.2016","2316060","3","Бостандыкский р-н","1880","76.897973393000001"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.194737850000003","г. Алматы","17А","167514030002822","2","2","МКР.КАЗАХФИЛЬМ","10.02.2016","1948360","3","Бостандыкский р-н","1880","76.904653808000006"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.206083475","г. Алматы","23","167514030002781","2","2","МКР.АЛМАГУЛЬ","10.02.2016","2230682","2","Бостандыкский р-н","1880","76.901027284999998"
"РУВД Бостандыкского района","ст.191 ч.2","2016","43.218607110999997","г. Алматы","7","167514030002753","3","2","утепова","10.02.2016","2296797","1","Бостандыкский р-н","1910","76.899732986000004"
"РУВД Жетысуского района","ст.188 ч.2","2016","43.328908749","г. Алматы","145","167515030002783","2","2","МКР.АЙНАБУЛАК-3","10.02.2016","2378970","1","Жетысуский р-н","1880","76.921854002000003"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.320935511000002","г. Алматы","27","167515030003061","2","2","СЕЛЬСКАЯ","10.02.2016","876759","1","Жетысуский р-н","1880","76.925868585000003"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.271354494000001","г. Алматы","83","167515030002895","2","2","РАЙЫМБЕКА","10.02.2016","898053","1","Жетысуский р-н","1880","76.953651382999993"
"РУВД Жетысуского района","ст.188 ч.2","2016","43.274236174000002","г. Алматы","172А","167515030002800","2","2","НОВГОРОДСКАЯ","10.02.2016","903643","1","Жетысуский р-н","1880","76.928511607999994"
"РУВД Жетысуского района","ст.188 ч.2","2016","43.267223393000002","г. Алматы","13А","167515030002835","2","2","КАЗАКОВА","10.02.2016","2522509","1","Жетысуский р-н","1880","76.894919139999999"
"РУВД Медеуского района","ст.188 ч.1","2016","43.251278460000002","г. Алматы","138","167517030002420","2","2","ТУЛЕБАЕВА","10.02.2016","2510076","1","Медеуский р-н","1880","76.949109750999995"
"РУВД Медеуского района","ст.188 ч.2","2016","43.261254563999998","г. Алматы","15","167517030002377","2","2","ГОГОЛЯ","10.02.2016","2093707","1","Медеуский р-н","1880","76.959532236000001"
"РУВД Медеуского района","ст.188 ч.2","2016","43.260104435000002","г. Алматы","","167517030002421","2","2","КАМЕНСКОЕ ПЛАТО-5","10.02.2016","2582677","1","Медеуский р-н","1880","76.987017749000003"
"РУВД Турксибского района","ст.191 ч.1","2016","43.325955125999997","г. Алматы","35","167519030001993","2","2","АКАН СЕРЫ","10.02.2016","901213","1","Турксибский р-н","1910","76.948740514999997"
"РУВД Алатауского района","ст.190 ч.3","2016","43.245569883999998","г. Алматы","41А","167512030003255","3","2","АЗТМ МКР.АКБУЛАК","11.02.2016","792131","1","Алатауский р-н","1900","76.823881376000003"
"РУВД Алатауского района","ст.188 ч.2","2016","43.245306012","г. Алматы","6","167512030003220","2","2","АЗТМ МКР.АКБУЛАК","11.02.2016","2045983","1","Алатауский р-н","1880","76.825634855999994"
"РУВД Алатауского района","ст.188 ч.2","2016","43.344309873999997","г. Алматы","","167512030003251","2","2","ШАЯХМЕТОВ МКР.КАРАСУ","11.02.2016","2277762","1","Алатауский р-н","1880","76.906897162000007"
"РУВД Алатауского района","ст.188 ч.1","2016","43.281161351000002","г. Алматы","","167512030003213","2","2","","11.02.2016","2277455","1","Алатауский р-н","1880","76.850718753999999"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.268332893999997","г. Алматы","28","167511030003726","2","2","АБЫЛАЙ ХАНА","11.02.2016","823028","1","Алмалинский р-н","1880","76.940823311000003"
"РУВД Алмалинского района","ст.188 ч.2","2016","43.267802152000002","г. Алматы","30","167511030003703","2","2","АБЫЛАЙ ХАНА","11.02.2016","1993282","1","Алмалинский р-н","1880","76.940887513000007"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.264001334","г. Алматы","93","167511030003674","2","2","МАКАТАЕВА","11.02.2016","1989834","1","Алмалинский р-н","1880","76.939300822999996"
"РУВД Алмалинского района","ст.190 ч.1","2016","43.268332893999997","г. Алматы","28","167511030003758","1","2","АБЫЛАЙ ХАНА","11.02.2016","2183763","1","Алмалинский р-н","1900","76.940823311000003"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.235355857000002","г. Алматы","30","167513030002868","2","2","САИНА","11.02.2016","898004","1","Ауэзовский р-н","1880","76.843090200000006"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.23159038","г. Алматы","220","167513030002920","2","2","АБАЯ","11.02.2016","897788","3","Ауэзовский р-н","1880","76.869390113999998"
"РУВД Ауэзовского района","ст.188 ч.2","2016","43.232066762000002","г. Алматы","10А","167513030002888","2","2","АБАЯ (ДОСТЫК)","11.02.2016","1972443","1","Ауэзовский р-н","1880","76.828112142999998"
"РУВД Ауэзовского района","ст.187 ч.1","2016","43.246178645000001","г. Алматы","285Д","167513030002942","1","2","ТОЛЕ БИ","11.02.2016","2146568","1","Ауэзовский р-н","1870","76.849689931"
"РУВД Ауэзовского района","ст.188 ч.2","2016","43.23519727","г. Алматы","57","167513030002931","2","2","МКР.2","11.02.2016","2240421","1","Ауэзовский р-н","1880","76.860808133000006"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.238356584000002","г. Алматы","1","167513030002928","2","2","МКР.АКСАЙ-3","11.02.2016","2556689","1","Ауэзовский р-н","1880","76.828446822999993"
"РУВД Бостандыкского района","ст.188 ч.3","2016","43.202607014999998","г. Алматы","247А","167514030002902","3","2","РОЗЫБАКИЕВА","11.02.2016","2256862","3","Бостандыкский р-н","1880","76.892085663000003"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.210549804999999","г. Алматы","83","167514030002866","2","2","АЛЬ-ФАРАБИ","11.02.2016","2556700","2","Бостандыкский р-н","1880","76.915639338000005"
"РУВД Жетысуского района","ст.190 ч.1","2016","43.316642313999999","г. Алматы","292А","167515030003011","1","2","ЖАНСУГУРОВА","11.02.2016","899979","1","Жетысуский р-н","1900","76.929457757999998"
"РУВД Жетысуского района","ст.187 ч.1","2016","43.276299154999997","г. Алматы","42","167515030002939","1","2","СУЮНБАЯ","11.02.2016","2149006","2","Жетысуский р-н","1870","76.947989532999998"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.293559229000003","г. Алматы","35А","167515030002942","2","2","РЫСКУЛОВА","11.02.2016","2173311","3","Жетысуский р-н","1880","76.933704226000003"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.325850371000001","г. Алматы","129","167515030003958","2","2","МКР АЙНАБУЛАК 3","11.02.2016","2173381","1","Жетысуский р-н","1880","76.923214024999993"
"РУВД Медеуского района","ст.188 ч.1","2016","43.238927068000002","г. Алматы","","167517030002737","2","2","калдаякова - жибек жолы","11.02.2016","2464129","1","Медеуский р-н","1880","76.956669340999994"
"РУВД Турксибского района","ст.191 ч.2","2016","43.340730024000003","г. Алматы","","167519030002057","3","2","","11.02.2016","2401835","1","Турксибский р-н","1910","76.949906784000007"
"РУВД Алатауского района","ст.188 ч.1","2016","43.284836949000002","г. Алматы","31","167512030003283","2","2","ЖАНКОЖА БАТЫРА (ШАНЫРАК-2)","12.02.2016","2001197","1","Алатауский р-н","1880","76.850091919999997"
"РУВД Алатауского района","ст.188 ч.1","2016","43.244506313000002","г. Алматы","43","167512030003346","2","2","МКР.АККЕНТ","12.02.2016","2049125","1","Алатауский р-н","1880","76.813762139000005"
"РУВД Алатауского района","ст.192 ч.2","2016","43.250370545000003","г. Алматы","","167512030003323","3","2","ЕСЕБУЛАТОВА","12.02.2016","2260957","1","Алатауский р-н","1920","76.846805123999999"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.256121976999999","г. Алматы","28","167511030003882","2","2","БАЙТУРСЫНУЛЫ","12.02.2016","1989845","1","Алмалинский р-н","1880","76.925802845000007"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.246523646","г. Алматы","506А","167513030002978","2","2","РАЙЫМБЕКА","12.02.2016","805203","1","Ауэзовский р-н","1880","76.841119814999999"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.231158542999999","г. Алматы","31","167513030002945","2","2","МКР.5","12.02.2016","897780","1","Ауэзовский р-н","1880","76.866603951000002"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.246738209","г. Алматы","279Д","167513030002999","2","2","ТОЛЕ БИ","12.02.2016","2240525","1","Ауэзовский р-н","1880","76.858482383999998"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.195341806999998","г. Алматы","4","167514030002932","2","2","МКР. КАЗАХФИЛЬМ","12.02.2016","2337096","2","Бостандыкский р-н","1880","76.901378291"
"РУВД Бостандыкского района","ст.191 ч.2","2016","43.210549804999999","г. Алматы","83","167514030002904","3","2","АЛЬ-ФАРАБИ","12.02.2016","2556692","1","Бостандыкский р-н","1910","76.915639338000005"
"РУВД Жетысуского района","ст.107 ч.1","2016","43.264872783000001","г. Алматы","237В","167515030003008","1","2","РАЙЫМБЕКА","12.02.2016","858066","2","Жетысуский р-н","1070","76.901942706"
"РУВД Жетысуского района","ст.191 ч.2","2016","43.271859867000003","г. Алматы","164","167515030003007","3","2","РЫСКУЛОВА","12.02.2016","1977825","2","Жетысуский р-н","1910","76.887803711999993"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.319317128999998","г. Алматы","190/23","167515030003014","2","2","ПАЛЛАДИНА","12.02.2016","2173313","1","Жетысуский р-н","1880","76.921712623000005"
"РУВД Жетысуского района","ст.188 ч.2","2016","43.265883743000003","г. Алматы","2","167515030003027","2","2","ЧАПЛЫГИНА","12.02.2016","2148917","1","Жетысуский р-н","1880","76.890621351999997"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.329085525000004","г. Алматы","156","167515030003009","2","2","МКР.АЙНАБУЛАК-3","12.02.2016","2173397","2","Жетысуский р-н","1880","76.920774606999998"
"РУВД Жетысуского района","ст.190 ч.1","2016","43.264738186999999","г. Алматы","","167515030003017","1","2","РАЙЫМБЕКА ПР.","12.02.2016","2260991","2","Жетысуский р-н","1900","76.900197642999998"
"РУВД Медеуского района","ст.188 ч.2","2016","43.252805623","г. Алматы","83","167517030002548","2","2","ПУШКИНА","12.02.2016","2469546","1","Медеуский р-н","1880","76.953495683"
"РУВД Турксибского района","ст.190 ч.1","2016","43.322155301000002","г. Алматы","104","167519030002074","1","2","ВИНТЕРА","12.02.2016","1967157","2","Турксибский р-н","1900","76.928888654999994"
"РУВД Алатауского района","ст.188 ч.1","2016","43.245464757000001","г. Алматы","","167512030003403","2","2","РАЙЫМБЕКА","13.02.2016","2278149","1","Алатауский р-н","1880","76.832977154999995"
"РУВД Алатауского района","ст.190 ч.3","2016","43.258295158999999","г. Алматы","","167512030003399","3","2","","13.02.2016","2278127","1","Алатауский р-н","1900","76.878185095999996"
"РУВД Алатауского района","ст.188 ч.1","2016","43.292483046000001","г. Алматы","","167512030003371","2","2","","13.02.2016","2278165","1","Алатауский р-н","1880","76.848663474999995"
"РУВД Алмалинского района","ст.188 ч.2","2016","43.252162875000003","г. Алматы","144","167511030003954","2","2","ТОЛЕ БИ","13.02.2016","1993272","3","Алмалинский р-н","1880","76.910383190999994"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.267776320000003","г. Алматы","404","167511030003964","2","2","СЕЙФУЛЛИНА","13.02.2016","1989841","3","Алмалинский р-н","1880","76.931990954"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.269455886999999","г. Алматы","150","167511030003928","2","2","РАЙЫМБЕКА","13.02.2016","1989861","2","Алмалинский р-н","1880","76.936904597999998"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.225719085999998","г. Алматы","8","167513030003066","2","2","АЛТЫНСАРИНА","13.02.2016","855290","1","Ауэзовский р-н","1880","76.865025399000004"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.238634445000002","г. Алматы","1","167513030003054","2","2","КАБДОЛОВА","13.02.2016","870333","1","Ауэзовский р-н","1880","76.843253963999999"
"РУВД Ауэзовского района","ст.190 ч.1","2016","43.238015773999997","г. Алматы","108","167513030003072","1","2","УТЕГЕН БАТЫРА","13.02.2016","899926","3","Ауэзовский р-н","1900","76.861758601000005"
"РУВД Бостандыкского района","ст.293 ч.1","2016","43.195726704999998","г. Алматы","28Б","167514030002905","1","2","МКР.ОРБИТА-2","13.02.2016","1990411","2","Бостандыкский р-н","2930","76.882117797000006"
"РУВД Бостандыкского района","ст.190 ч.4","2016","43.225265340999997","г. Алматы","","167514030002981","3","2","","13.02.2016","2530421","2","Бостандыкский р-н","1900","76.932679424"
"РУВД Жетысуского района","ст.293 ч.2","2016","43.324886089000003","г. Алматы","168","167515030003026","2","2","МКР.АЙНАБУЛАК-3","13.02.2016","2397377","2","Жетысуский р-н","2930","76.916386066000001"
"РУВД Жетысуского района","ст.191 ч.2","2016","43.264665274999999","г. Алматы","239Г","167515030003079","3","2","РАЙЫМБЕКА","13.02.2016","2006612","2","Жетысуский р-н","1910","76.900756901999998"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.283807856999999","г. Алматы","7","167515030003098","2","2","СЕВЕРНОЕ КОЛЬЦО","13.02.2016","2173403","3","Жетысуский р-н","1880","76.890322432999994"
"РУВД Медеуского района","ст.293 ч.1","2016","43.252259682000002","г. Алматы","38","167517030002569","1","2","ДОСТЫК","13.02.2016","865737","1","Медеуский р-н","2930","76.956801866000006"
"РУВД Медеуского района","ст.293 ч.1","2016","43.243055636000001","г. Алматы","27","167517030002598","1","2","АБАЯ","13.02.2016","864780","1","Медеуский р-н","2930","76.950611569000003"
"РУВД Медеуского района","ст.188 ч.2","2016","43.240938229999998","г. Алматы","14","167517030002591","2","2","ЛУГАНСКОГО","13.02.2016","2005883","1","Медеуский р-н","1880","76.960728476"
"РУВД Медеуского района","ст.188 ч.1","2016","43.262305228999999","г. Алматы","50","167517030002587","2","2","ЖИБЕК ЖОЛЫ","13.02.2016","2162438","1","Медеуский р-н","1880","76.955367218000006"
"РУВД Турксибского района","ст.188 ч.2","2016","43.322404075000001","г. Алматы","50","167519030002141","2","2","АРКТИЧЕСКАЯ","13.02.2016","1938772","3","Турксибский р-н","1880","76.943694356999998"
"РУВД Турксибского района","ст.188 ч.2","2016","43.322404075000001","г. Алматы","50","167519030002114","2","2","АРКТИЧЕСКАЯ","13.02.2016","1947687","1","Турксибский р-н","1880","76.943694356999998"
"РУВД Алатауского района","ст.188 ч.2","2016","43.280831298999999","г. Алматы","20","167512030003488","2","2","БАЙТЕНЕВА (АЙГЕРИМ-2)","14.02.2016","2045971","1","Алатауский р-н","1880","76.835938381000005"
"РУВД Алатауского района","ст.188 ч.2","2016","43.264812589000002","г. Алматы","103Л","167512030003497","2","2","РЫСКУЛОВА","14.02.2016","2222885","1","Алатауский р-н","1880","76.863806655000005"
"РУВД Алатауского района","ст.187 ч.1","2016","43.267950257000003","г. Алматы","","167512030003476","1","2","РАЙЫМБЕКА","14.02.2016","2283772","1","Алатауский р-н","1870","76.859095064000002"
"РУВД Алатауского района","ст.188 ч.1","2016","43.267527219999998","г. Алматы","4","167512030003499","2","2","Кожаханова","14.02.2016","2279793","3","Алатауский р-н","1880","76.846906400999998"
"РУВД Алмалинского района","ст.188 ч.2","2016","43.246669552","г. Алматы","104","167511030003973","2","2","АБЫЛАЙ ХАНА","14.02.2016","2221721","1","Алмалинский р-н","1880","76.942687649000007"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.259226560999998","г. Алматы","80","167511030003989","2","2","ГОГОЛЯ","14.02.2016","2556771","2","Алмалинский р-н","1880","76.937906730999998"
"РУВД Алмалинского района","ст.188 ч.2","2016","43.265919674999999","г. Алматы","2-31С","167511030004034","2","2","РАЙЫМБЕКА","14.02.2016","2143481","1","Алмалинский р-н","1880","76.911371286000005"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.250406841999997","г. Алматы","12","167513030003114","2","2","УТЕГЕН БАТЫРА","14.02.2016","870107","1","Ауэзовский р-н","1880","76.853674526000006"
"РУВД Ауэзовского района","ст.293 ч.2","2016","43.248876011999997","г. Алматы","42","167513030003101","2","2","УТЕГЕН БАТЫРА","14.02.2016","2003311","2","Ауэзовский р-н","2930","76.855069204000003"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.201556033999999","г. Алматы","1А","167514030003106","2","2","МКР.ОРБИТА-3","14.02.2016","2556791","3","Бостандыкский р-н","1880","76.877888666999993"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.240905660000003","г. Алматы","10Б","167514030003094","2","2","АБАЯ","14.02.2016","2014154","2","Бостандыкский р-н","1880","76.946224350999998"
"РУВД Бостандыкского района","ст.190 ч.1","2016","43.233230206000002","г. Алматы","10","167514030003079","1","2","МКР.КОКТЕМ-3","14.02.2016","1999424","1","Бостандыкский р-н","1900","76.917503554000007"
"РУВД Бостандыкского района","ст.188 ч.2","2016","43.197815984000002","г. Алматы","176","167514030003102","2","2","АЛЬ-ФАРАБИ","14.02.2016","2232692","3","Бостандыкский р-н","1880","76.903013571000002"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.264665274999999","г. Алматы","239Г","167515030003178","2","2","РАЙЫМБЕКА","14.02.2016","2173331","1","Жетысуский р-н","1880","76.900756901999998"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.272050108000002","г. Алматы","2","167515030003186","2","2","АБЫЛАЙ ХАНА","14.02.2016","2173342","1","Жетысуский р-н","1880","76.940288592000002"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.293208413999999","г. Алматы","25","167515030003155","2","2","СЕВЕРНОЕ КОЛЬЦО","14.02.2016","2173383","2","Жетысуский р-н","1880","76.892700966000007"
"РУВД Медеуского района","ст.293 ч.2","2016","43.262152897999997","г. Алматы","17","167517030002615","2","2","КАЛДАЯКОВА","14.02.2016","2004302","1","Медеуский р-н","2930","76.957343171000005"
"РУВД Медеуского района","ст.188 ч.2","2016","43.226232033999999","г. Алматы","","167517030002628","2","2","ШАШКИНА","14.02.2016","2469464","1","Медеуский р-н","1880","76.928869962999997"
"РУВД Медеуского района","ст.188 ч.1","2016","43.264425735000003","г. Алматы","41","167517030002723","2","2","пушкина","14.02.2016","2582794","1","Медеуский р-н","1880","76.952559757000003"
"РУВД Турксибского района","ст.293 ч.1","2016","43.331248291999998","г. Алматы","","167519030002180","1","2","","14.02.2016","2040115","1","Турксибский р-н","2930","76.954541281999994"
"РУВД Алатауского района","ст.188 ч.1","2016","43.331202625000003","г. Алматы","25","167512030003558","2","2","СОКПАКПАЕВА","15.02.2016","2382128","3","Алатауский р-н","1880","76.890217329999999"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.227102322999997","г. Алматы","13","167513030003163","2","2","ЖЕТЫСУ-3","15.02.2016","792712","2","Ауэзовский р-н","1880","76.862519966999997"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.229335335999998","г. Алматы","1","167513030003185","2","2","МКР.4","15.02.2016","860644","3","Ауэзовский р-н","1880","76.858662018000004"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.245479842999998","г. Алматы","73","167513030003167","2","2","УТЕГЕН БАТЫРА","15.02.2016","2509325","2","Ауэзовский р-н","1880","76.855252004999997"
"РУВД Ауэзовского района","ст.293 ч.2","2016","43.223320268000002","г. Алматы","31","167513030003151","2","2","МКР.3","15.02.2016","2251750","1","Ауэзовский р-н","2930","76.856942638000007"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.202387963","г. Алматы","247А","167514030003185","2","2","УЛ. РОЗЫБАКИЕВА","15.02.2016","2312867","3","Бостандыкский р-н","1880","76.891506874000001"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.351155659","г. Алматы","58","167515030003265","2","2","С-КОЛЬЦО","15.02.2016","838368","3","Жетысуский р-н","1880","76.924847138999993"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.304869082000003","г. Алматы","89","167515030003255","2","2","ОМАРОВА","15.02.2016","2173299","3","Жетысуский р-н","1880","76.926497988999998"
